name,age,gender,relationship_status,region,hair_colour,eye_colour,height(cm)
Jess Gosling,31,F,Divorced,South America,Black,Blue,153
Lee Arnold,53,M,Divorced,Europe,Red,Green,165
Adam Shipman,87,M,Divorced,South America,Red,Grey,194
Ben Pinkman,32,M,Divorced,Europe,Blonde,Grey,195
Lisa Potts,33,F,Married,Africa,Grey,Blue,183
Taylor White,59,F,Divorced,Europe,Black,Green,145
Reena Nguyen,105,F,Married,Africa,Blonde,Blue,165
Aubrey Beneke,23,M,Single,Europe,Black,Brown,165
Ethan Nguyen,65,M,Single,Asia,Black,Blue,182
Ben James,104,M,Divorced,South America,Bald,Brown,185
Anthony Stallard,54,M,Single,Europe,Grey,Green,169
Jane Potts,64,F,Married,North America,Red,Green,158
Jeff Baldwin,111,M,Married,South America,Blonde,Grey,166
David Baldwin,23,M,Divorced,South America,Red,Brown,162
Stan Pinkman,79,M,Single,North America,Grey,Brown,193
John Caine,91,M,Single,Asia,Blonde,Grey,194
Adam Firth,106,M,Single,Europe,Red,Grey,176
Robert Hinch,97,M,Single,Oceania,Black,Green,177
James Firth,51,M,Divorced,South America,Grey,Green,193
Aubrey Clark,29,M,Married,Asia,Red,Blue,187
Reena Clark,22,F,Single,Oceania,Blonde,Green,151
Lee Baldwin,104,M,Divorced,Africa,Grey,Grey,191
Julie Marsden,21,F,Single,Africa,Black,Blue,159
James Walker,116,M,Divorced,Africa,Grey,Grey,185
Alexa Beneke,100,F,Divorced,Asia,Red,Brown,146
Jess White,87,F,Divorced,Asia,Blonde,Green,146
Alexa James,78,F,Married,Asia,Grey,Grey,181
Julie Nguyen,30,F,Single,Africa,Black,Blue,167
Matthew Brown,42,M,Married,South America,Black,Blue,184
Jade Potts,31,F,Divorced,Oceania,Grey,Blue,170
Hollie Marsden,104,F,Single,Europe,Grey,Grey,172
Anthony Jacques,28,M,Single,Africa,Bald,Brown,160
Steven Shipman,67,M,Married,South America,Grey,Brown,194
Jade Walker,43,F,Divorced,South America,Black,Blue,142
Hollie Lee,92,F,Married,North America,Red,Grey,153
Laura Brown,98,F,Married,Africa,Red,Brown,168
Adam Walker,22,M,Divorced,South America,Bald,Grey,190
Ethan Beneke,90,M,Divorced,Asia,Black,Brown,176
Aubrey Nguyen,109,M,Divorced,South America,Blonde,Blue,184
Rebecca Shipman,20,F,Married,Oceania,Blonde,Green,161
Phoebe Pinkman,71,F,Divorced,Oceania,Grey,Brown,145
Jade Mcgill,67,F,Divorced,Oceania,Black,Brown,154
Kyra Walker,50,F,Married,Asia,Blonde,Brown,176
Jane Walker,91,F,Married,South America,Blonde,Grey,185
Allison Gosling,64,F,Divorced,Africa,Red,Grey,183
Lewis Shipman,19,M,Single,North America,Blonde,Green,163
Lewis James,56,M,Divorced,North America,Grey,Grey,181
Laura Anderson,37,F,Single,Africa,Grey,Brown,150
Betty Beneke,22,F,Single,Europe,Bald,Blue,151
Ben Stallard,65,M,Single,North America,Blonde,Brown,160
Jade Hinch,63,F,Married,Asia,Bald,Brown,162
Adam Marsden,95,M,Married,Europe,Grey,Grey,193
Lucille Potts,101,F,Married,North America,Grey,Green,174
Beth Stallard,114,F,Divorced,Asia,Red,Blue,156
Kenny Mcgill,85,M,Married,Africa,Bald,Blue,173
Lee White,50,M,Married,South America,Black,Blue,177
Robert Hinch,86,M,Divorced,South America,Red,Grey,167
Daniel Clark,33,M,Single,North America,Bald,Grey,186
Ella Jacques,97,F,Single,North America,Grey,Brown,177
James Nguyen,34,M,Single,North America,Grey,Grey,157
Jackie Stallard,113,F,Divorced,South America,Black,Blue,158
Lee White,25,M,Single,Oceania,Blonde,Grey,187
Reena Mcgill,64,F,Single,Africa,Red,Brown,154
Allison Mcgill,66,F,Divorced,North America,Grey,Grey,172
Hollie Nguyen,48,F,Single,Asia,Grey,Brown,146
Alexa Hufford,114,F,Married,Africa,Black,Grey,169
Ben Shipman,64,M,Married,Europe,Black,Green,165
Sylvia Caine,114,F,Divorced,South America,Grey,Blue,163
Alexa Brown,61,F,Divorced,Asia,Bald,Brown,150
Beth Marsden,108,F,Single,Africa,Bald,Grey,149
Lucille Brown,53,F,Married,Africa,Blonde,Green,178
Alex Hufford,83,M,Single,Asia,Grey,Green,173
Taylor Nguyen,90,F,Married,Oceania,Black,Blue,185
Jeff Jacques,32,M,Single,Oceania,Blonde,Green,176
Jane Beneke,45,F,Single,North America,Bald,Grey,179
Jane Arnold,90,F,Married,North America,Red,Green,177
Stan Marsden,55,M,Divorced,Africa,Bald,Blue,169
David Shipman,101,M,Married,Africa,Bald,Green,184
Alex White,88,M,Single,Oceania,Grey,Blue,157
Adam Arnold,89,M,Single,Africa,Bald,Green,163
Lucille Lee,22,F,Married,Oceania,Bald,Brown,155
Sylvia Beneke,34,F,Married,South America,Bald,Brown,149
Jeff Smith,39,M,Married,Europe,Blonde,Grey,168
Kyra Gosling,113,F,Married,Asia,Red,Brown,158
Adam Anderson,29,M,Single,Europe,Red,Green,189
Jane Stallard,88,F,Married,Africa,Bald,Green,188
Eric Arnold,47,M,Divorced,Europe,Bald,Brown,162
Alex Stallard,112,M,Married,Asia,Grey,Brown,193
Ben Arnold,78,M,Single,Oceania,Black,Grey,193
Allison Gosling,81,F,Divorced,North America,Bald,Brown,170
Alexa Marsden,114,F,Single,Asia,Black,Blue,158
Laura Shipman,96,F,Single,North America,Bald,Blue,184
Fiona Nguyen,95,F,Divorced,Africa,Red,Grey,170
Karen Marsden,83,F,Single,Oceania,Grey,Grey,155
Lisa Stallard,54,F,Married,South America,Bald,Blue,176
Lisa Pinkman,107,F,Single,South America,Red,Grey,183
Anthony Potts,28,M,Married,North America,Black,Brown,176
Ronald Smith,28,M,Married,Europe,Black,Brown,164
Lisa Mcgill,72,F,Single,Oceania,Red,Brown,142
Lucille Lee,41,F,Single,Africa,Red,Brown,173
Hollie Potts,78,F,Married,Africa,Red,Grey,158
Steven Beneke,26,M,Single,Asia,Bald,Blue,165
Hollie White,67,F,Single,Africa,Blonde,Blue,171
Hollie Gosling,27,F,Married,North America,Red,Green,145
Karen Caine,70,F,Divorced,South America,Red,Brown,186
Stan Hinch,79,M,Married,Europe,Bald,Grey,175
Betty Arnold,44,F,Married,Oceania,Black,Green,187
Luke James,116,M,Married,Oceania,Blonde,Blue,159
Taylor Lee,48,F,Single,South America,Red,Grey,163
Kyra Marsden,115,F,Married,Europe,Grey,Green,184
Betty Marsden,38,F,Married,Oceania,Grey,Brown,173
Adam Lee,91,M,Married,South America,Bald,Brown,186
Betty Clark,56,F,Single,Asia,Bald,Brown,156
Karen White,87,F,Single,South America,Black,Grey,147
Anthony Gosling,75,M,Divorced,South America,Bald,Grey,195
Adam Clark,35,M,Single,Africa,Blonde,Grey,175
Robert Brown,71,M,Divorced,South America,Bald,Grey,168
Beth Arnold,115,F,Divorced,Africa,Grey,Brown,181
John Jacques,92,M,Married,Asia,Grey,Grey,191
Alexa Walker,75,F,Divorced,South America,Bald,Blue,166
Reena Mcgill,23,F,Single,Oceania,Red,Green,173
Rebecca Hinch,81,F,Single,North America,Grey,Blue,146
Fiona Nguyen,41,F,Divorced,Europe,Black,Green,177
Jess Clark,101,F,Married,Africa,Red,Grey,166
Eric Lee,46,M,Divorced,Asia,Bald,Blue,173
Kenny White,48,M,Married,South America,Bald,Blue,165
Ryan Arnold,21,M,Single,Africa,Bald,Blue,178
Lewis White,87,M,Single,Africa,Blonde,Brown,171
Daniel Anderson,42,M,Divorced,South America,Black,Green,188
Lee Smith,68,M,Married,Africa,Blonde,Blue,172
Jackie Firth,73,F,Married,North America,Bald,Green,142
Eric Daniels,48,M,Married,North America,Grey,Brown,165
Daniel Lee,65,M,Single,Europe,Black,Green,164
Lisa Clark,41,F,Divorced,South America,Black,Brown,154
Eric Gosling,108,M,Single,South America,Black,Blue,163
Alexa Nguyen,44,F,Single,North America,Black,Blue,162
Luke Nguyen,90,M,Divorced,North America,Red,Grey,172
Jess Arnold,33,F,Married,Asia,Grey,Blue,149
Leo Hinch,61,M,Single,Europe,Blonde,Blue,183
Reena Mcgill,66,F,Divorced,Africa,Bald,Grey,159
Robert Walker,26,M,Single,South America,Black,Green,159
Kenny James,70,M,Married,Oceania,Blonde,Blue,179
Robert Pinkman,21,M,Single,North America,Black,Brown,171
Adam White,91,M,Divorced,South America,Red,Brown,171
Fiona Clark,23,F,Married,South America,Blonde,Grey,145
Anthony Gosling,73,M,Married,North America,Bald,Brown,165
Ronald Anderson,49,M,Single,Asia,Grey,Blue,168
Ronald Potts,24,M,Divorced,North America,Grey,Grey,179
Alexa Pinkman,48,F,Single,Oceania,Red,Blue,160
Leo Potts,80,M,Married,Africa,Red,Grey,162
Ken Shipman,94,M,Single,Oceania,Blonde,Grey,167
Laura Hinch,97,F,Divorced,Africa,Blonde,Brown,169
Ben Pinkman,95,M,Single,Oceania,Grey,Grey,190
Beth Shipman,63,F,Single,South America,Red,Grey,169
Matthew White,78,M,Married,Asia,Blonde,Grey,194
Elisa Daniels,58,F,Divorced,Africa,Red,Brown,184
Elisa Smith,28,F,Divorced,South America,Grey,Green,180
Sylvia Marsden,37,F,Divorced,South America,Blonde,Blue,167
Ben White,106,M,Divorced,Asia,Blonde,Green,165
Alexa Walker,40,F,Single,Oceania,Red,Green,152
Lee Firth,46,M,Married,Europe,Red,Grey,180
Ryan Baldwin,85,M,Married,Asia,Red,Blue,176
Fiona Caine,94,F,Married,Europe,Grey,Brown,180
Reena Hinch,36,F,Divorced,North America,Red,Grey,169
Lewis Shipman,62,M,Married,South America,Grey,Grey,184
James Firth,62,M,Married,Africa,Black,Brown,176
Kyra Hufford,71,F,Single,Africa,Bald,Brown,142
Steven Firth,76,M,Single,Europe,Red,Grey,190
Phoebe White,112,F,Single,Europe,Bald,Green,166
Lisa Clark,65,F,Divorced,Oceania,Bald,Grey,185
Ella Caine,46,F,Divorced,North America,Black,Brown,172
Kenny White,106,M,Divorced,Europe,Black,Green,184
Ronald Marsden,68,M,Married,Oceania,Red,Brown,186
Leo Hinch,93,M,Single,South America,Bald,Blue,190
Ethan Firth,74,M,Married,Oceania,Grey,Brown,185
Leo Shipman,101,M,Single,Asia,Black,Brown,179
Kyra Anderson,84,F,Single,Europe,Red,Blue,161
Steven Clark,67,M,Divorced,Asia,Blonde,Grey,169
Julie Potts,110,F,Divorced,Asia,Red,Green,161
Kyle Lee,89,M,Married,South America,Red,Green,162
Kyra Pinkman,78,F,Divorced,Asia,Grey,Grey,185
Ella Caine,16,F,Married,North America,Blonde,Blue,148
David Smith,58,M,Divorced,Oceania,Grey,Brown,183
Phoebe Hufford,21,F,Married,North America,Black,Grey,165
Taylor Shipman,27,F,Married,South America,Black,Green,174
Lisa Gosling,97,F,Divorced,North America,Blonde,Brown,161
Steven Shipman,31,M,Divorced,Africa,Bald,Blue,166
Reena Arnold,96,F,Married,North America,Grey,Grey,168
Phoebe Lee,59,F,Single,Africa,Bald,Green,151
Rebecca Marsden,54,F,Married,Oceania,Bald,Blue,144
Adam Anderson,70,M,Married,Africa,Blonde,Grey,168
Steven Potts,60,M,Single,Asia,Blonde,Brown,170
Betty Arnold,48,F,Divorced,Oceania,Bald,Green,164
Alexa Hinch,24,F,Single,Asia,Black,Brown,172
Eric Stallard,111,M,Married,Asia,Red,Blue,173
Reena Caine,97,F,Single,Africa,Grey,Grey,157
Ken Caine,36,M,Single,Oceania,Bald,Brown,180
John Marsden,70,M,Married,North America,Bald,Blue,183
Eric Potts,43,M,Divorced,North America,Grey,Grey,169
Ella Jacques,20,F,Married,Europe,Blonde,Blue,187
Anthony Baldwin,90,M,Divorced,Asia,Red,Grey,158
Ronald James,20,M,Married,North America,Black,Green,177
Stan Pinkman,67,M,Divorced,Asia,Bald,Brown,162
Rebecca Smith,26,F,Divorced,Africa,Black,Brown,142
Jade Brown,105,F,Divorced,Oceania,Grey,Grey,177
Lee Gosling,18,M,Single,South America,Blonde,Grey,196
Lucille Anderson,88,F,Divorced,Oceania,Blonde,Brown,168
Lucille Stallard,16,F,Divorced,Oceania,Red,Blue,144
Daniel Firth,35,M,Divorced,Europe,Red,Green,178
Hayley Caine,75,F,Married,Africa,Grey,Blue,169
Jade Potts,60,F,Divorced,Europe,Black,Brown,149
Adam Arnold,109,M,Married,South America,Red,Blue,188
Leo James,83,M,Divorced,Europe,Grey,Grey,189
Jane White,106,F,Married,Asia,Bald,Green,150
Ryan Walker,114,M,Married,Africa,Bald,Brown,184
Stan Jacques,39,M,Single,South America,Black,Green,196
Jackie Stallard,84,F,Divorced,Europe,Red,Green,178
Eric Mcgill,43,M,Divorced,Africa,Black,Blue,170
Kenny Nguyen,101,M,Single,Europe,Black,Brown,177
Ethan Lee,83,M,Married,South America,Grey,Brown,171
Rebecca Walker,88,F,Single,Asia,Black,Brown,175
Jeff Marsden,83,M,Single,Europe,Bald,Green,159
Kyra Jacques,93,F,Divorced,Europe,Black,Brown,177
Reena Stallard,61,F,Single,Europe,Grey,Brown,155
Taylor Marsden,27,F,Divorced,Africa,Bald,Brown,154
Rebecca Gosling,65,F,Divorced,Asia,Red,Brown,147
Kyle Mcgill,33,/,Divorced,Europe,Grey,Brown,176
Alexa Gosling,20,F,Married,North America,Black,Brown,168
Kyra Beneke,46,F,Single,Asia,Blonde,Blue,174
Laura Stallard,32,F,Divorced,Oceania,Red,Brown,156
Alexa Nguyen,47,F,Divorced,Oceania,Black,Brown,160
Steven Walker,53,M,Single,Asia,Bald,Brown,182
Julie Pinkman,52,F,Single,Oceania,Bald,Blue,150
Hollie White,35,F,Single,Asia,Red,Brown,160
Alex Caine,111,M,Divorced,Oceania,Black,Brown,187
Hollie Anderson,98,F,Married,Asia,Blonde,Grey,144
Taylor Pinkman,26,F,Married,South America,Grey,Green,166
Phoebe Jacques,102,F,Single,Africa,Bald,Blue,152
Jade Hufford,50,F,Divorced,Africa,Bald,Green,155
Elisa Jacques,92,F,Single,Europe,Red,Brown,152
Lisa Potts,104,F,Married,North America,Grey,Grey,149
Luke Firth,70,M,Married,South America,Grey,Brown,173
Kenny White,68,M,Single,North America,Black,Grey,163
David Nguyen,100,M,Single,Africa,Black,Green,185
Jackie Anderson,38,F,Divorced,Oceania,Black,Blue,157
Ronald Marsden,36,M,Divorced,Asia,Black,Blue,192
Anthony Walker,38,M,Divorced,North America,Bald,Green,194
Stan Walker,18,M,Single,North America,Bald,Grey,174
Reena Firth,69,F,Divorced,North America,Blonde,Green,154
Jeff Baldwin,21,M,Divorced,North America,Black,Blue,181
Jade Anderson,47,F,Married,Europe,Grey,Green,172
Hollie Shipman,60,F,Single,Oceania,Black,Green,169
Taylor Anderson,77,F,Married,Africa,Black,Blue,151
Reena Brown,76,F,Married,Africa,Grey,Brown,179
Jenny Lee,75,F,Single,Oceania,Red,Blue,148
Taylor Firth,99,F,Single,South America,Black,Brown,147
Jade Jacques,114,F,Single,Asia,Grey,Brown,148
Eric Baldwin,52,M,Divorced,Africa,Bald,Green,196
Lisa Marsden,97,F,Single,North America,Red,Green,146
Allison Beneke,102,F,Single,South America,Black,Brown,166
Jade Lee,114,F,Divorced,Oceania,Black,Blue,144
Reena Gosling,22,F,Single,Europe,Blonde,Blue,179
Reena Baldwin,81,F,Married,Europe,Black,Green,181
Beth Nguyen,105,F,Single,Asia,Red,Blue,156
Aubrey Pinkman,89,M,Single,Europe,Black,Brown,160
Jackie Brown,35,F,Divorced,Europe,Blonde,Grey,144
Jade Shipman,70,F,Single,Oceania,Bald,Grey,146
Jeff Mcgill,42,M,Married,Asia,Bald,Green,163
James White,98,M,Divorced,North America,Red,Green,170
Karen Daniels,78,F,Married,Asia,Red,Blue,181
Laura Beneke,20,F,Divorced,Africa,Bald,Blue,176
Daniel Caine,53,M,Single,Europe,Blonde,Grey,177
Steven Shipman,72,M,Single,Oceania,Blonde,Green,172
Beth Gosling,27,F,Married,Africa,Black,Brown,188
Phoebe Anderson,82,F,Single,Africa,Bald,Green,155
Sylvia Nguyen,30,F,Married,Oceania,Bald,Grey,168
John Arnold,45,M,Single,North America,Bald,Brown,196
Anthony Pinkman,52,M,Divorced,South America,Bald,Grey,179
Robert Brown,50,M,Single,Asia,Red,Blue,168
Jenny Brown,65,F,Single,Asia,Bald,Brown,147
Robert Walker,91,/,Single,Oceania,Red,Brown,162
Sylvia Nguyen,49,F,Divorced,Africa,Black,Blue,184
Ronald Stallard,22,M,Married,South America,Blonde,Green,160
Luke White,77,M,Divorced,Asia,Blonde,Brown,187
Julie Gosling,89,F,Married,Oceania,Bald,Grey,146
Jeff Clark,109,M,Divorced,Oceania,Blonde,Green,177
Reena Stallard,101,F,Divorced,South America,Black,Green,181
Lee Hufford,93,M,Divorced,Europe,Red,Brown,190
Fiona Hufford,30,F,Married,Asia,Grey,Brown,186
Lucille Potts,27,F,Single,South America,Blonde,Grey,152
Phoebe Nguyen,76,F,Divorced,Africa,Bald,Grey,187
Phoebe Brown,47,F,Divorced,Oceania,Red,Brown,149
Ethan Pinkman,40,M,Single,Oceania,Bald,Blue,171
Anthony Potts,23,/,Married,South America,Black,Blue,144
Jane Hinch,61,F,Married,North America,Bald,Blue,152
Betty Daniels,76,F,Divorced,Europe,Grey,Green,182
Robert Hinch,85,M,Divorced,Asia,Blonde,Brown,172
Lee Jacques,58,M,Single,South America,Blonde,Brown,194
Lucille Jacques,43,F,Single,Europe,Black,Blue,161
John White,86,M,Divorced,South America,Black,Brown,157
Lucille Stallard,92,F,Single,Europe,Red,Brown,152
Rebecca Mcgill,34,F,Single,Europe,Red,Blue,151
Karen Mcgill,104,F,Single,Asia,Black,Brown,170
Kyle Hufford,56,M,Married,Africa,Blonde,Brown,167
Ben Potts,34,M,Divorced,Africa,Bald,Green,175
Rebecca Potts,97,F,Single,Africa,Bald,Brown,172
Jade Potts,78,F,Divorced,Africa,Bald,Green,145
Jane Smith,29,F,Divorced,Oceania,Red,Blue,145
Alexa Walker,48,F,Married,Oceania,Grey,Grey,186
Allison Beneke,30,F,Single,Europe,Bald,Brown,177
Alex Mcgill,53,M,Single,Europe,Black,Green,163
Hollie Anderson,110,F,Single,Africa,Blonde,Green,147
Betty Potts,51,F,Divorced,North America,Blonde,Grey,143
Luke Mcgill,83,M,Divorced,Europe,Black,Grey,188
Karen Marsden,44,F,Single,South America,Red,Green,174
Jeff Walker,104,M,Married,Oceania,Grey,Green,191
Jackie Hufford,75,F,Married,Oceania,Red,Blue,160
Jess Firth,29,F,Divorced,South America,Bald,Blue,147
David Walker,22,M,Divorced,Europe,Bald,Green,168
Julie Hinch,73,F,Married,Asia,Bald,Grey,155
Adam Anderson,80,M,Divorced,North America,Black,Green,196
Ken Nguyen,35,M,Married,South America,Bald,Green,193
Anthony Hinch,83,M,Single,North America,Grey,Green,185
Aubrey Daniels,59,M,Divorced,North America,Blonde,Brown,170
Kyle Hinch,39,M,Single,Asia,Blonde,Green,162
Reena Daniels,97,F,Single,Africa,Bald,Brown,184
Beth Smith,67,F,Married,Africa,Bald,Grey,148
Reena Brown,77,F,Married,Europe,Black,Grey,168
Taylor Hufford,85,F,Married,Asia,Black,Grey,180
Alex Clark,37,M,Divorced,Asia,Black,Blue,171
David Hinch,32,M,Divorced,South America,Grey,Brown,167
Adam Smith,30,M,Divorced,Europe,Black,Blue,186
David Shipman,66,M,Single,Europe,Grey,Green,186
Ken Lee,110,M,Single,Asia,Red,Grey,157
Aubrey Hufford,97,M,Married,Asia,Black,Green,158
Leo Daniels,41,M,Divorced,Asia,Black,Brown,164
David Jacques,40,M,Single,Oceania,Red,Blue,176
Luke Mcgill,20,M,Single,North America,Red,Blue,183
Daniel James,57,M,Married,Europe,Grey,Brown,177
Kenny Clark,26,M,Single,Oceania,Black,Grey,182
Hollie Baldwin,73,F,Married,Oceania,Blonde,Brown,147
Ryan Gosling,91,M,Single,North America,Blonde,Grey,174
David Lee,69,M,Married,Oceania,Blonde,Grey,182
Allison Hinch,110,F,Divorced,Asia,Red,Green,176
Stan Jacques,105,M,Divorced,North America,Blonde,Grey,158
John Marsden,74,M,Married,Europe,Bald,Grey,182
Alexa Stallard,80,F,Married,Africa,Bald,Grey,162
Betty Pinkman,102,F,Married,Europe,Red,Brown,153
Adam Clark,16,M,Single,South America,Blonde,Brown,178
Aubrey Nguyen,50,M,Divorced,Asia,Grey,Grey,186
Elisa Shipman,114,F,Divorced,Europe,Bald,Brown,154
Taylor Hufford,102,F,Divorced,Asia,Red,Green,142
Jane Daniels,19,F,Divorced,Oceania,Grey,Green,161
Reena Jacques,92,F,Married,South America,Black,Grey,158
Daniel Jacques,94,/,Divorced,Asia,Bald,Blue,155
Lee Beneke,26,M,Single,Europe,Red,Brown,192
Ben Walker,96,M,Married,Europe,Red,Green,191
Eric Walker,94,M,Single,Africa,Black,Grey,177
David Nguyen,62,M,Single,Europe,Red,Grey,158
Beth Pinkman,56,F,Married,South America,Blonde,Blue,144
Leo Baldwin,112,M,Married,North America,Bald,Grey,171
Lisa Beneke,58,F,Single,Europe,Red,Brown,171
Lewis Mcgill,104,M,Single,South America,Grey,Blue,171
Adam White,69,M,Single,South America,Grey,Brown,181
Ella Stallard,112,F,Divorced,North America,Blonde,Blue,162
Kyra Stallard,40,F,Divorced,Oceania,Bald,Brown,145
Kyle Daniels,28,M,Divorced,Oceania,Blonde,Green,185
Alexa Walker,83,F,Single,South America,Black,Grey,175
Reena Hufford,112,F,Single,South America,Bald,Blue,167
Steven Brown,79,M,Married,Asia,Bald,Green,159
Robert Baldwin,64,M,Married,Europe,Black,Brown,183
Matthew Nguyen,21,M,Divorced,Oceania,Red,Brown,165
Lee Potts,86,M,Divorced,Asia,Black,Grey,170
Eric Walker,26,M,Divorced,Oceania,Bald,Blue,165
Lewis Gosling,53,M,Divorced,Europe,Bald,Green,169
Phoebe White,86,F,Married,North America,Black,Green,161
Julie Nguyen,53,F,Married,South America,Black,Blue,167
Reena Mcgill,116,F,Divorced,South America,Grey,Green,183
Lucille Arnold,67,F,Divorced,South America,Black,Green,163
Betty Hinch,88,F,Divorced,Europe,Bald,Brown,145
Eric Pinkman,29,M,Divorced,Oceania,Red,Grey,157
Anthony Hinch,41,M,Married,North America,Bald,Blue,185
Karen Clark,116,F,Divorced,Oceania,Bald,Brown,158
Reena Stallard,85,F,Divorced,North America,Grey,Blue,187
Adam Arnold,91,M,Married,Europe,Red,Grey,172
Stan Hufford,26,M,Divorced,Africa,Grey,Blue,176
Jeff Mcgill,107,M,Married,Europe,Black,Blue,174
Adam Caine,31,M,Married,North America,Black,Green,162
Ryan Stallard,81,M,Married,Europe,Black,Grey,177
Lucille Walker,72,F,Single,Oceania,Red,Brown,144
Karen Pinkman,74,F,Married,North America,Bald,Brown,166
James Caine,45,M,Married,Asia,Red,Green,164
Kyle Smith,47,M,Divorced,Oceania,Grey,Grey,180
Lisa Beneke,58,F,Divorced,Oceania,Black,Grey,157
Ella Pinkman,19,F,Married,Africa,Grey,Brown,147
Jackie Nguyen,90,F,Divorced,South America,Blonde,Blue,186
Matthew Anderson,87,M,Divorced,North America,Red,Brown,162
Luke Stallard,67,M,Single,Asia,Black,Grey,163
Julie Brown,43,F,Divorced,North America,Bald,Brown,164
Beth Hufford,52,F,Single,Asia,Blonde,Brown,187
Jeff Stallard,48,M,Divorced,Asia,Black,Grey,194
Anthony Marsden,20,M,Married,Asia,Bald,Brown,160
Adam Hinch,58,M,Divorced,Europe,Bald,Grey,166
Lewis Jacques,65,M,Divorced,North America,Bald,Brown,166
Jess Caine,110,F,Divorced,South America,Black,Brown,163
Matthew White,35,M,Single,Europe,Bald,Grey,163
John Jacques,17,M,Divorced,Europe,Grey,Brown,181
Laura Gosling,27,F,Divorced,South America,Red,Blue,184
Elisa Potts,52,F,Single,Asia,Bald,Grey,169
Lucille Arnold,65,F,Married,Europe,Grey,Grey,165
Alexa Brown,85,F,Divorced,Europe,Grey,Green,183
Daniel Lee,65,M,Single,Europe,Bald,Blue,184
Ethan Walker,83,M,Single,Asia,Grey,Brown,181
Ben Marsden,34,M,Divorced,North America,Grey,Blue,171
David Baldwin,76,M,Divorced,North America,Red,Blue,184
Jane Nguyen,34,F,Married,Europe,Blonde,Green,149
Jade James,25,F,Single,Oceania,Red,Blue,175
Kyle Potts,19,M,Single,Oceania,Bald,Grey,170
Laura Clark,32,F,Divorced,Asia,Red,Blue,178
Hayley Gosling,25,F,Married,Europe,Black,Grey,153
Reena Caine,54,F,Divorced,Europe,Red,Blue,177
Stan Stallard,72,M,Divorced,Asia,Grey,Blue,191
Fiona Lee,58,F,Divorced,Europe,Bald,Brown,150
